title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score
Z Nation,SHOW,2014,TV-14,43,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']",['US'],5.0,tt3843168,6.6
From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"['scifi', 'crime', 'fantasy', 'horror', 'action']",['US'],3.0,tt3337194,6.9
Empire State,MOVIE,2013,R,94,"['drama', 'crime', 'thriller', 'action', 'european']",['US'],,tt2171867,5.2
Derek,SHOW,2013,TV-MA,26,"['drama', 'comedy', 'european']",['GB'],3.0,tt2616280,8.1
Shrek the Musical,MOVIE,2013,PG-13,130,"['fantasy', 'family', 'comedy']",['US'],,tt3070936,6.9
The Butler,MOVIE,2013,PG-13,132,"['drama', 'european']",['US'],,tt1327773,7.2
The Thundermans,SHOW,2013,TV-G,24,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],4.0,tt2712516,5.6
Hemlock Grove,SHOW,2013,TV-MA,49,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['US'],3.0,tt2309295,7.0
Scary Movie 5,MOVIE,2013,PG-13,86,"['comedy', 'horror']",['US'],,tt0795461,3.5
The Seven Deadly Sins,SHOW,2014,TV-14,24,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['JP'],5.0,tt3909224,7.9
Sofia the First,SHOW,2013,TV-Y,24,"['family', 'fantasy', 'animation']",['US'],4.0,tt2136138,6.8
Sailor Moon Crystal,SHOW,2014,TV-14,24,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",['JP'],4.0,tt3124992,7.8
Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,"['comedy', 'family', 'fantasy', 'scifi', 'drama', 'animation']",['US'],,tt1985966,6.3
Lovesick,SHOW,2014,TV-MA,24,"['comedy', 'european']",['GB'],3.0,tt4051832,8.1
Shtisel,SHOW,2013,TV-14,48,['drama'],['IL'],3.0,tt3069894,8.6
The Chase,SHOW,2013,TV-PG,44,['reality'],['US'],5.0,tt3077336,7.5
Penguins of Madagascar,MOVIE,2014,PG,92,"['comedy', 'animation', 'family', 'scifi']",['US'],,tt1911658,6.6
Redemption,MOVIE,2013,R,100,"['thriller', 'action', 'european']","['US', 'GB']",,,
Texas Chainsaw 3D,MOVIE,2013,R,92,"['horror', 'thriller']",['US'],,tt1572315,4.8
Jackass Presents: Bad Grandpa .5,MOVIE,2014,PG-13,86,['comedy'],['US'],,tt3766424,6.3
The Night Shift,SHOW,2014,TV-14,42,"['drama', 'romance', 'fantasy', 'horror', 'action', 'animation', 'comedy']",['US'],4.0,tt1483202,7.5
The Next Step,SHOW,2013,TV-G,24,"['drama', 'romance', 'family']",['CA'],7.0,tt2374744,5.9
Mr. Peabody & Sherman,MOVIE,2014,PG,92,"['action', 'family', 'animation', 'history', 'scifi', 'romance', 'comedy', 'fantasy']",['US'],,tt0864835,6.8
Vampire Academy,MOVIE,2014,PG-13,104,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']",['US'],,tt1686821,5.4
"I, Frankenstein",MOVIE,2014,PG-13,92,"['horror', 'thriller', 'scifi', 'action', 'fantasy']","['AU', 'US']",,tt1418377,5.1
Seventh Son,MOVIE,2014,PG-13,120,"['fantasy', 'action']","['US', 'GB', 'CN', 'CA']",,tt1121096,5.5
Velvet,SHOW,2014,TV-14,57,"['drama', 'romance', 'thriller', 'action', 'crime', 'european']",['ES'],4.0,tt2955402,8.1
Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,['comedy'],['US'],1.0,tt1748277,8.3
Sabotage,MOVIE,2014,R,109,"['drama', 'thriller', 'western', 'action', 'crime']",['US'],,tt1742334,5.7
The Irregular at Magic High School,SHOW,2014,TV-14,24,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy']",['JP'],2.0,tt3874528,7.1
The Railway Man,MOVIE,2013,R,116,"['drama', 'european', 'war', 'romance']","['GB', 'AU', 'CH']",,tt2058107,7.1
Resurrection: Ertugrul,SHOW,2014,TV-14,57,"['war', 'action', 'drama', 'history']",['TR'],5.0,tt4320258,7.9
Dreamworks How to Train Your Dragon Legends,SHOW,2013,,17,['animation'],['US'],1.0,tt6963396,7.3
Life of Crime,MOVIE,2013,R,94,"['comedy', 'crime']",['US'],,tt1663207,5.8
Get on Up,MOVIE,2014,PG-13,139,"['drama', 'music']",['US'],,tt2473602,6.9
Rabbids Invasion,SHOW,2013,TV-Y7,10,"['comedy', 'animation', 'family', 'european']","['FR', 'US']",4.0,tt3105674,5.5
The November Man,MOVIE,2014,R,108,"['crime', 'action', 'thriller']","['GB', 'US']",,tt2402157,6.3
The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"['animation', 'fantasy', 'scifi', 'comedy', 'family']","['US', 'GB', 'CA']",3.0,tt1699440,6.4
The Nut Job,MOVIE,2014,PG,85,"['comedy', 'crime', 'family', 'animation']","['CA', 'KR']",,tt1821658,5.7
Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,"['comedy', 'drama']",['US'],5.0,tt2817246,6.9
Brick Mansions,MOVIE,2014,PG-13,90,"['crime', 'drama', 'action', 'thriller']","['CA', 'FR']",,tt1430612,5.6
The Big Wedding,MOVIE,2013,R,90,"['comedy', 'drama', 'romance']",['US'],,tt1931435,5.6
Tiny House Nation,SHOW,2014,TV-PG,43,['reality'],['US'],5.0,tt3869500,7.1
Bonnie & Clyde,MOVIE,2013,PG-13,240,"['drama', 'crime', 'european']",['AT'],,tt2374851,
Talking Tom and Friends,SHOW,2014,TV-G,11,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",['US'],5.0,tt4648640,6.1
The Battered Bastards of Baseball,MOVIE,2014,R,80,"['documentation', 'sport']",['US'],,tt3445270,8.0
Who Am I,MOVIE,2014,,105,"['thriller', 'european', 'drama', 'scifi', 'crime']",['DE'],,tt4426376,7.5
Ever After High,SHOW,2013,TV-Y7,30,"['action', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance', 'animation']",['CA'],5.0,tt3312378,7.7
Yowamushi Pedal,SHOW,2013,TV-14,24,"['comedy', 'drama', 'sport', 'animation']",['JP'],4.0,tt2942228,7.7
Sam & Cat,SHOW,2013,TV-G,24,"['drama', 'family', 'comedy']",['US'],1.0,tt2487090,5.6
Bo Burnham: What.,MOVIE,2013,,60,"['comedy', 'music', 'documentation']",['US'],,tt3210258,8.3
The Smurfs 2,MOVIE,2013,PG,105,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt2017020,5.3
Metallica: Through the Never,MOVIE,2013,R,93,['music'],['US'],,tt2172935,7.1
Walk of Shame,MOVIE,2014,R,95,['comedy'],['US'],,tt2463288,6.0
Search Party,MOVIE,2014,R,93,['comedy'],['US'],,tt2758904,5.6
Stand by Me Doraemon,MOVIE,2014,G,90,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'scifi']",['JP'],,tt3331846,7.3
Thanks for Sharing,MOVIE,2013,R,112,"['drama', 'comedy', 'romance']",['US'],,tt1932718,6.4
Copenhagen,MOVIE,2014,,98,"['drama', 'romance']","['US', 'DK']",,tt2459156,7.1
Cowspiracy: The Sustainability Secret,MOVIE,2014,,90,['documentation'],['US'],,tt4344904,8.2
The Heirs,SHOW,2013,,59,"['drama', 'comedy', 'romance']",['KR'],1.0,tt3243098,7.5
The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,"['horror', 'thriller', 'drama']",['US'],,tt1457765,5.2
Young & Hungry,SHOW,2014,TV-14,21,"['comedy', 'drama', 'romance']",['US'],5.0,tt2084712,7.3
Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,,75,"['drama', 'documentation', 'comedy', 'romance']",['US'],,tt2937390,8.0
Elena,MOVIE,2013,PG-13,82,"['documentation', 'european', 'drama', 'family']","['US', 'BR']",,tt2719278,7.6
"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,"['comedy', 'family']",['US'],4.0,tt3596176,5.1
Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']",['JP'],,tt2358913,7.8
Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,,80,"['comedy', 'documentation']",['US'],,tt3823690,8.3
The Haunted Hathaways,SHOW,2013,TV-G,24,"['comedy', 'family', 'fantasy']",['US'],2.0,tt2535732,5.0
A Haunted House 2,MOVIE,2014,R,86,"['comedy', 'horror', 'fantasy']",['US'],,tt2828996,4.6
Black Money Love,SHOW,2014,TV-MA,90,"['action', 'drama', 'romance', 'crime']",['TR'],2.0,tt3565486,7.4
Angry Birds Toons,SHOW,2013,TV-Y,2,"['comedy', 'family', 'fantasy', 'animation', 'action', 'european']",['FI'],4.0,tt3012598,6.2
We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,162,['documentation'],['US'],,tt1824254,6.9
Effie Gray,MOVIE,2014,PG-13,85,"['drama', 'romance']",['GB'],,tt1605798,6.0
Free Birds,MOVIE,2013,PG,91,"['comedy', 'family', 'scifi', 'animation']",['US'],,tt1621039,5.8
The Square,MOVIE,2013,,88,"['drama', 'history', 'documentation']","['GB', 'US', 'EG']",,tt2486682,8.1
The Short Game,MOVIE,2013,PG,100,"['documentation', 'sport']",['US'],,tt2466830,7.3
PK,MOVIE,2014,PG-13,153,"['comedy', 'drama', 'romance', 'fantasy', 'scifi']",['IN'],,tt2338151,8.2
Underdogs,MOVIE,2013,PG,106,"['romance', 'drama', 'documentation', 'sport', 'animation', 'family']","['AR', 'ES']",,tt4382260,6.5
Jinxed,MOVIE,2013,G,70,"['fantasy', 'comedy', 'family']","['CA', 'US']",,tt2934844,6.4
Mako Mermaids: An H2O Adventure,SHOW,2013,TV-G,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance']",['AU'],4.0,tt2548214,6.7
Swearnet: The Movie,MOVIE,2014,R,112,['comedy'],['CA'],,tt2380564,6.1
Company of Heroes,MOVIE,2013,R,100,['drama'],['US'],,,
Tiger & Bunny: The Rising,MOVIE,2014,,101,"['scifi', 'animation', 'action']",['JP'],,tt4625302,6.8
Selfie,MOVIE,2014,,123,"['comedy', 'documentation', 'drama', 'european']",['RO'],,tt3102208,6.0
Virunga,MOVIE,2014,,90,"['war', 'documentation']","['CD', 'GB']",,tt3455224,8.2
Tom Segura: Completely Normal,MOVIE,2014,,74,"['comedy', 'documentation']",['US'],,tt3500822,7.7
Buddies,MOVIE,2013,,94,"['drama', 'comedy', 'documentation', 'european']",['BR'],,tt1179259,6.6
Chennai Express,MOVIE,2013,PG-13,141,"['romance', 'comedy', 'drama', 'action']",['IN'],,tt2112124,6.1
Lalaloopsy,SHOW,2013,TV-Y,23,['animation'],['US'],3.0,tt2827502,6.4
Senora Acero,SHOW,2014,TV-MA,43,"['crime', 'drama', 'romance']",['US'],5.0,tt3904068,6.8
Monty Python: The Meaning of Live,MOVIE,2014,,96,"['comedy', 'documentation']",['GB'],,tt4256544,7.6
Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","['US', 'CA', 'JP']",3.0,tt2392179,4.8
Zbrodnia,SHOW,2014,TV-MA,45,"['crime', 'action']",['PL'],2.0,tt4173216,6.2
LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,,22,"['comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt4189294,6.5
Black Ink Crew New York,SHOW,2013,TV-14,41,['reality'],['US'],9.0,tt2738096,4.6
Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],2.0,tt3104236,7.3
The Berlin File,MOVIE,2013,,120,"['thriller', 'action']",['KR'],,tt2357377,6.6
Omar,MOVIE,2013,,96,"['thriller', 'war', 'crime', 'drama', 'romance']",['PS'],,tt2852406,7.5
Moving Art,SHOW,2014,,28,"['documentation', 'family']",['US'],3.0,tt6953912,8.6
VeggieTales in the House,SHOW,2014,TV-G,18,"['comedy', 'family', 'music', 'animation']",['US'],4.0,tt3692064,4.3
Dabbe: The Possession,MOVIE,2013,,120,['horror'],['TR'],,tt3069758,6.8
Haider,MOVIE,2014,PG-13,150,"['drama', 'action', 'crime', 'thriller']",['IN'],,tt3390572,8.1
2 States,MOVIE,2014,PG,149,"['comedy', 'drama', 'romance']",['IN'],,tt2372678,6.9
Dragons: Dawn Of The Dragon Racers,MOVIE,2014,,26,['fantasy'],['US'],,,
Booba,SHOW,2014,,4,"['comedy', 'family', 'animation']",['RU'],4.0,tt6581428,7.0
20 Minutes,SHOW,2013,TV-MA,45,"['action', 'drama', 'romance']",['TR'],1.0,tt2544148,7.3
A Fairly Odd Summer,MOVIE,2014,G,68,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt3149536,4.0
Blind Detective,MOVIE,2013,,130,"['crime', 'drama', 'thriller', 'action', 'comedy']","['CN', 'HK']",,tt2332707,6.4
The Boss: Anatomy of a Crime,MOVIE,2014,,98,"['drama', 'crime']","['VE', 'AR']",,tt3854234,7.3
Dérapages,SHOW,2014,,53,"['drama', 'thriller']",['FR'],2.0,tt12101170,7.9
Dokidoki! PreCure,SHOW,2013,TV-G,23,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",['JP'],2.0,tt4621212,6.3
Khoobsurat,MOVIE,2014,PG,130,"['comedy', 'romance']",['IN'],,tt3554418,6.5
Monty Python: Live (Mostly),MOVIE,2014,R,138,"['comedy', 'documentation']",['GB'],,tt3872778,7.6
Miniforce,SHOW,2014,TV-Y7,13,['animation'],['KR'],8.0,,
Miss Granny,MOVIE,2014,,124,"['drama', 'comedy', 'fantasy', 'music']",['KR'],,tt3516378,7.2
Highway,MOVIE,2014,PG-13,133,"['drama', 'crime', 'romance']",['IN'],,tt2980794,7.6
Queen,MOVIE,2014,PG-13,146,"['drama', 'comedy']",['IN'],,tt3322420,8.2
Expelled from Paradise,MOVIE,2014,,104,"['scifi', 'animation', 'action']",['JP'],,tt2859246,6.7
Masha's Spooky Stories,SHOW,2014,TV-Y,5,"['animation', 'family']",['RU'],1.0,tt4570676,6.1
LEGO Marvel Super Heroes: Maximum Overload,MOVIE,2013,PG,20,"['action', 'animation']",['US'],,,
All Hail King Julien,SHOW,2014,TV-Y7,23,"['action', 'comedy', 'family', 'fantasy', 'animation']",['US'],5.0,tt3807022,7.0
Some Assembly Required,SHOW,2014,TV-G,25,"['comedy', 'documentation', 'reality']",['CA'],4.0,tt1160042,8.5
Incomplete Life,SHOW,2014,TV-14,73,"['drama', 'comedy']",['KR'],1.0,tt4240730,8.6
Jim Gaffigan: Obsessed,MOVIE,2014,,70,"['comedy', 'documentation']",['US'],,tt3481550,7.6
Mission Blue,MOVIE,2014,PG,94,"['documentation', 'drama']",['US'],,tt2004304,7.9
From One Second to the Next,MOVIE,2013,,34,['documentation'],['US'],,,
The Meaning of Monty Python,MOVIE,2013,,60,['documentation'],['US'],,,
ABCD,MOVIE,2013,PG-13,136,"['drama', 'music']",['IN'],,tt2321163,6.3
Pedal the World,MOVIE,2014,,84,"['documentation', 'european']",['DE'],,tt6020164,5.0
City of God: 10 Years Later,MOVIE,2013,PG,69,['documentation'],['BR'],,tt4103686,6.4
Birth Reborn,MOVIE,2013,,91,"['documentation', 'family', 'history']",['BR'],,tt2974412,7.8
Bombay Talkies,MOVIE,2013,PG-13,127,['drama'],['IN'],,tt2797242,6.6
Kai Po Che!,MOVIE,2013,,126,"['drama', 'sport']",['IN'],,tt2213054,7.8
My Beautiful Broken Brain,MOVIE,2014,,84,['documentation'],['GB'],,tt3815136,7.1
Mitt,MOVIE,2014,,93,"['documentation', 'family']",['US'],,tt3336722,6.9
Ragini MMS 2,MOVIE,2014,PG-13,120,['horror'],['IN'],,tt2609218,3.9
Fukrey,MOVIE,2013,PG-13,137,"['romance', 'comedy', 'drama']",['IN'],,tt2806788,6.9
Dedh Ishqiya,MOVIE,2014,R,152,"['drama', 'romance', 'thriller', 'comedy']",['IN'],,tt2675978,7.0
Hasee Toh Phasee,MOVIE,2014,PG-13,141,"['comedy', 'romance']",['IN'],,tt3173910,6.8
Pizza,MOVIE,2014,,107,"['horror', 'thriller']",['IN'],,tt3794302,6.2
Ankhon Dekhi,MOVIE,2014,,104,"['drama', 'comedy']",['IN'],,tt3620858,8.0
Sniper: Legacy,MOVIE,2014,R,94,"['thriller', 'european']",['US'],,,
"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,,29,"['history', 'documentation']",['IN'],3.0,tt6953924,9.0
Boss,MOVIE,2013,PG-13,143,"['action', 'comedy', 'crime', 'drama']",['IN'],,tt2763724,5.3
"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,['drama'],['KR'],1.0,tt2806646,7.6
Tea Time,MOVIE,2014,,70,['documentation'],['CL'],,tt4147684,7.6
When Love Happens,MOVIE,2014,,109,['romance'],['NG'],,tt4094916,4.8
Mary Kom,MOVIE,2014,PG-13,122,"['drama', 'sport', 'action']",['IN'],,tt3001638,6.9
Dharmakshetra,SHOW,2014,TV-14,44,['drama'],['IN'],1.0,tt6803712,8.2
Four Sisters and a Wedding,MOVIE,2013,,126,"['drama', 'comedy']",['PH'],,tt3008034,7.2
Special 26,MOVIE,2013,,144,"['thriller', 'crime', 'drama']",['IN'],,tt2377938,8.0
Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,,160,"['crime', 'drama', 'romance', 'action']",['IN'],,tt5037702,4.6
Swearnet Live,MOVIE,2014,,75,['comedy'],['CA'],,tt3599642,5.4
Jim Jefferies: Bare,MOVIE,2014,R,76,['comedy'],['US'],,tt3958494,8.0
Dabbe 5: Zehr-i Cin,MOVIE,2014,R,132,['horror'],['TR'],,tt3886722,6.0
The Perfect Dictatorship,MOVIE,2014,,143,"['comedy', 'drama']",['MX'],,tt3970854,7.2
Imperial Dreams,MOVIE,2014,,87,['drama'],['US'],,tt3331028,6.7
Liar's Dice,MOVIE,2013,,104,"['drama', 'crime', 'thriller', 'family']",['IN'],,tt2343621,6.8
Silent,MOVIE,2014,,3,"['animation', 'family', 'action']",['US'],,,
El Mago Pop,MOVIE,2013,,44,"['reality', 'european']",['ES'],,tt3355166,6.8
Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,"['drama', 'comedy', 'romance']",['IN'],,tt3678938,6.0
Print the Legend,MOVIE,2014,,100,"['documentation', 'drama', 'history']",['US'],,tt3703872,7.0
The Butterfly's Dream,MOVIE,2013,PG-13,138,"['drama', 'history', 'romance']",['TR'],,tt2882532,7.8
Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,['comedy'],"['IL', 'NO', 'ZA', 'AE', 'GB', 'IS', 'IE']",,tt4209802,7.1
Against the Tide,SHOW,2014,TV-14,44,['drama'],['SG'],1.0,tt7131682,7.6
Bride for Rent,MOVIE,2014,,115,"['comedy', 'romance']",['PH'],,tt3469386,6.4
Ghanchakkar,MOVIE,2013,PG,137,"['thriller', 'crime', 'comedy']",['IN'],,tt2246724,5.8
BoJack Horseman Christmas Special,MOVIE,2014,,25,[],['US'],,,
Aziz Ansari: Buried Alive,MOVIE,2013,,79,"['comedy', 'documentation']",['US'],,tt2836450,7.2
Marc Maron: Thinky Pain,MOVIE,2013,,90,['comedy'],['US'],,tt3004634,7.3
Naan Sigappu Manithan,MOVIE,2014,,161,"['drama', 'thriller', 'action']",['IN'],,tt3569788,6.5
Turbo FAST,SHOW,2013,TV-PG,19,"['animation', 'family', 'comedy', 'sport', 'scifi', 'action']",['US'],3.0,tt3010520,6.5
Born in Gaza,MOVIE,2014,,69,"['documentation', 'european']",['ES'],,tt4205416,7.4
Romantik Komedi 2: Bekarlığa Veda,MOVIE,2013,,105,"['romance', 'comedy']",['XX'],,tt2645104,5.1
Free to Play,MOVIE,2014,,75,"['documentation', 'action']","['UA', 'US', 'CN', 'DE', 'SG']",,tt3203290,7.9
"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,2014,,85,"['music', 'documentation']",['US'],,tt3692768,7.3
Inkaar,MOVIE,2013,R,133,"['drama', 'romance', 'thriller']",['IN'],,tt2094854,6.2
Sammy & Co,SHOW,2014,TV-PG,14,"['animation', 'european']",['US'],2.0,tt2580128,5.6
Coming Soon,MOVIE,2014,PG,134,"['drama', 'comedy', 'romance']",['TR'],,tt3698408,7.5
The Midas Touch,MOVIE,2013,,99,['comedy'],['HK'],,tt3173512,5.0
Refugiado,MOVIE,2014,R,95,"['drama', 'thriller', 'european']",['AR'],,tt3717390,6.4
Ralphie May: Imperfectly Yours,MOVIE,2013,,69,"['comedy', 'documentation']",['US'],,tt3219820,5.4
Wedding Association,MOVIE,2013,PG-13,106,['comedy'],['XX'],,tt3726104,7.1
Heritages,MOVIE,2014,,96,"['drama', 'european']","['AE', 'LB']",,tt3461524,7.3
Race 2,MOVIE,2013,,150,"['thriller', 'crime', 'action']",['IN'],,tt1375789,5.3
Madras Cafe,MOVIE,2013,PG-13,130,"['thriller', 'action', 'drama']",['IN'],,tt2855648,7.7
Deliha,MOVIE,2014,PG-13,107,"['comedy', 'family', 'romance']",['TR'],,tt4470892,4.5
Confusion Na Wa,MOVIE,2013,,105,"['crime', 'comedy', 'drama']",['NG'],,tt3012648,7.0
Saheb Biwi Aur Gangster Returns,MOVIE,2013,,142,"['drama', 'thriller', 'action', 'crime']",['IN'],,tt2362778,6.7
Ungli,MOVIE,2014,PG-13,114,"['comedy', 'drama', 'thriller', 'crime']",['IN'],,tt2392447,5.8
Chashme Baddoor,MOVIE,2013,,120,"['comedy', 'drama']",['IN'],,tt2229848,5.4
SampleThis,MOVIE,2013,,85,"['documentation', 'music']",['US'],,tt2407418,6.4
The War Against Women,MOVIE,2013,,62,"['documentation', 'war']","['US', 'ES']",,tt3856034,7.3
Ghadi,MOVIE,2013,PG-13,100,"['drama', 'comedy', 'family']",['LB'],,tt3190580,7.3
Eyes of a Thief,MOVIE,2014,,98,['drama'],['PS'],,tt2993406,6.6
October 1,MOVIE,2014,PG-13,149,['thriller'],['NG'],,tt3206616,6.4
Mars at Sunrise,MOVIE,2014,,75,['drama'],['US'],,tt2714424,7.8
Satyagraha,MOVIE,2013,PG,152,"['drama', 'documentation']",['IN'],,tt2275802,5.9
Bhaji in Problem,MOVIE,2013,,130,"['romance', 'comedy']",['IN'],,tt2879770,7.3
Pagpag: Nine Lives,MOVIE,2013,,105,['horror'],['PH'],,tt2996950,5.5
Blind Intersections,MOVIE,2013,,87,['drama'],"['AE', 'LB']",,tt1918638,6.7
100 Things to Do Before High School,MOVIE,2014,,44,[],['US'],,,
Trailer Park Boys: Live at the North Pole,MOVIE,2014,,88,['comedy'],['CA'],,tt3596200,6.7
Must Be... Love,MOVIE,2013,,100,"['romance', 'comedy']",['PH'],,tt2769454,6.4
She's The One,MOVIE,2013,,110,"['romance', 'comedy', 'drama']",['PH'],,tt3264438,6.3
Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,,81,['comedy'],['CA'],,tt3580052,6.2
SDU: Sex Duties Unit,MOVIE,2013,,94,['comedy'],['HK'],,tt3044248,5.9
Theeya Velai Seiyyanum Kumaru,MOVIE,2013,,125,"['comedy', 'drama', 'romance']",['IN'],,tt2187085,5.1
Settai,MOVIE,2013,,136,"['crime', 'comedy', 'action']",['IN'],,tt2677816,4.5
Raja Natwarlal,MOVIE,2014,PG,141,"['thriller', 'crime']",['IN'],,tt3483712,6.1
Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"['animation', 'fantasy']",['XX'],,tt4171600,7.4
Anjaan,MOVIE,2014,,170,"['thriller', 'crime', 'action']",['IN'],,tt6925136,5.3
Cold Harbour,MOVIE,2014,,93,"['thriller', 'action', 'crime']",['ZA'],,tt3922888,5.2
Himmatwala,MOVIE,2013,,150,"['drama', 'comedy', 'action']",['IN'],,tt2802286,1.7
Na Bangaaru Talli,MOVIE,2014,,116,"['drama', 'family', 'thriller', 'crime']",['IN'],,tt2404605,7.2
What the Fish,MOVIE,2013,PG-13,98,"['drama', 'comedy']",['IN'],,tt3357416,5.2
My Own Man,MOVIE,2014,,82,"['drama', 'comedy', 'family', 'documentation']",['US'],,tt3812618,6.4
One by Two,MOVIE,2014,,139,"['romance', 'comedy', 'drama']",['IN'],,tt2951576,3.9
The Land of Cards,MOVIE,2013,,110,['fantasy'],['IN'],,tt2261700,5.6
Starting Over Again,MOVIE,2014,,130,"['romance', 'comedy', 'drama', 'documentation', 'european']",['PH'],,tt5108234,8.3
It Takes a Man and a Woman,MOVIE,2013,,120,"['comedy', 'drama', 'romance']",['PH'],,tt2816740,6.7
Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,,71,['comedy'],['US'],,tt4079776,5.8
Wyatt Cenac: Brooklyn,MOVIE,2014,,67,['comedy'],['US'],,tt4286560,6.3
Xenos,MOVIE,2013,,12,['documentation'],['GB'],,tt3289618,7.8
Seven Souls in the Skull Castle,MOVIE,2013,,179,"['drama', 'action', 'romance']",['JP'],,tt15133818,7.3
Boss & Me,SHOW,2014,TV-PG,45,"['comedy', 'romance']",['CN'],1.0,tt6186406,7.3
D.L. Hughley: Clear,MOVIE,2014,,59,['comedy'],['US'],,tt3589494,6.9
Giraffada,MOVIE,2014,,85,"['drama', 'european']","['IT', 'PS', 'FR', 'DE']",,tt3132086,6.3
Bobby Jasoos,MOVIE,2014,,121,"['drama', 'comedy', 'thriller']",['IN'],,tt3359290,5.5
Grandmother's Farm,MOVIE,2013,,71,"['comedy', 'horror']",[],,tt10033686,2.9
Anaamika,MOVIE,2014,PG,124,['thriller'],['IN'],,tt2939898,5.5
Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"['comedy', 'romance']",['IN'],,tt4045666,5.7
Motu Patlu: Deep Sea Adventure,MOVIE,2014,,75,"['comedy', 'action', 'family']",['IN'],,,
A Place in the Stars,MOVIE,2014,,112,"['drama', 'thriller']",['NG'],,tt3884826,6.2
That Thing Called Tadhana,MOVIE,2014,,110,"['romance', 'comedy', 'drama']",['PH'],,tt4170532,7.4
Gori Tere Pyaar Mein,MOVIE,2013,,150,"['romance', 'comedy', 'drama']",['IN'],,tt2275794,4.9
Condom Lead,MOVIE,2013,,15,['drama'],['PS'],,,
She's Dating the Gangster,MOVIE,2014,,105,"['romance', 'comedy', 'drama']",['PH'],,tt3772640,7.0
Deewana Main Deewana,MOVIE,2013,,107,"['thriller', 'comedy', 'drama', 'romance']",['IN'],,tt2361022,2.6
幸福料理,SHOW,2014,TV-14,44,[],[],1.0,,
Two Fathers,SHOW,2013,TV-14,44,"['comedy', 'drama']",['TW'],1.0,tt6707142,8.0
Sommore: Chandelier Status,MOVIE,2013,,75,['comedy'],['US'],,tt3012832,6.6
E-Team,MOVIE,2014,,88,"['documentation', 'war']",['US'],,tt3458282,7.1
World at Your Feet,SHOW,2014,TV-14,44,['drama'],['SG'],1.0,tt4544590,
The Royal Bengal Tiger,MOVIE,2014,,107,['thriller'],['IN'],,tt3479858,6.9
Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,['animation'],[],,tt6417984,8.6
Gollu Aur Pappu,MOVIE,2014,G,112,['comedy'],['IN'],,tt4219300,3.8
Mystic Whispers,SHOW,2014,TV-14,26,"['comedy', 'romance']",['SG'],1.0,tt8834748,6.9
